list,,headword,nonprimary sense,number,lemma,pronunciation,nonstandard_variant,variants,word_class,class_added_manually,type,spoken_words,language_origin,domain,definition,info,example_sentence,etymology,derivative_forms,multi-word_forms,proverb,idiom,definition_type_1,definition_type_2
siuh bakar,,nektonik,,,,,,,adjective,,,,,,berkaitan dengan nekton,,,,,,,,Analitical,
SKS,,neli,,,,,,,noun,,acronym,yes,,,nenek lincah,,,,,,,,Abbreviation Expansion,
SKSD,,nichiren daishonin,,,,,,,noun,,,,,,"aliran agama Buddha yang berpusat di Jepang, mempraktikkan ajaran aliran Mahayana yang menekankan pada Sutra Teratai",,,,,,,,Analitical,
slenger,,nirpidana,,,,,,,noun,,,,,,impunitas,,,,,,,,Synonym,
Sofifi,,nyamu,,,,,,,noun,,,,Jawa,,bau kain yang terbakar,,,,,,,,Analitical,
sofomaniak,,onkolog,,,,,,,noun,,,,,Kedokteran dan Fisiologi,ahli onkologi,,,,,,,,Synonym,
som,,ordonator,,,,,,,noun,yes,,,,Keuangan,pejabat yang mengeluarkan surat perintah membayar uang atas beban kantor bendahara,,,,,,,,Analitical,
somen,,ori,,,,,,,adjective,,shorten form,yes,,,orisinal,,,,,,,,Abbreviation Expansion,
songat,,orkestrator,,,,,,,noun,,,,,,orang yang menulis aransemen orkestra,,,,,,,,Analitical,
songkolo,,oseania,,,,,,,noun,,,,,,"gugusan pulau di Samudra Pasifik dan laut sekitarnya, termasuk Melanesia, Mikronesia,  dan Polinesia",,,,,,,,Analitical,
sonta,,ovāda pātimokkha,,,,,,,noun,yes,figurative,,Sanskerta,,"ajaran agama Buddha yang mengajarkan untuk tidak melakukan kejahatan, menambah kebajikan, serta menyucikan hati dan pikiran",,,,,,,,Analitical,
sosioteknologi,,padewakang,,,,,,,noun,,,,,,"perahu tradisional Sulawesi Selatan yang menjadi asal muasal perahu Pinisi, bentuk lambungnya berukuran sedang yang dilengkapi dengan satu sampai dua geladak, kemudi samping dan layar dari tikar (tenunan daun lontar) yang dipasang pada sebatang tiang tripod tanpa laberang",,,,,,,,Analitical,
sosioterminologi,,padus,,,,,,,noun,,acronym,,,,paduan suara,,,,,,,,Abbreviation Expansion,
sotang,,pagu indikatif,,,pagu (1),,,,noun,yes,,,,Ekonomi dan Keuangan,perkiraan pagu anggaran yang diberikan kepada kementerian/lembaga sebagai pedoman dalam penyusunan rencana kerja kementerian/lembaga,,,,,,,,Analitical,
soto Betawi,,pakaian preman,,,"pakai, pakaian",,,,noun,yes,,,,,"pakaian biasa, bukan pakaian militer",,,,,,,,Analitical,
soto Kudus,,paku baja,,,paku (1),,,,noun,yes,,,,,paku batu,,,,,,,,Synonym,
soto Medan,,pali,,,,,,,noun,,,,,,bahasa kuno yang merupakan salah satu bahasa liturgis agama Buddha,,,,,,,,Analitical,
soto mi,,palilalia,,,,,,,noun,,,,,Kedokteran dan Fisiologi,"gangguan bicara yang ditandai dengan pengulangan, kata, frasa, atau kalimat yang tidak disengaja",,,,,,,,Analitical,
soto Padang,,palugada,,,,,,,noun,,acronym,yes,,,"apa yang lu mau, gue ada (istilah yang merujuk kepada usaha menyediakan beragam barang sesuai permintaan konsumen)",,banyak orang mencoba bisnis -- untuk bertahan selama krisis ekonomi di masa pandemi ini,,,,,,Analitical,
soto tangkar,,paluk,,,,,,,verb,,,,Sunda,,memilih padi yang dipanen untuk benih,,,,,,,,Analitical,
SPBE,,panarat,,,,,,,noun,,,,Sunda,,tali kendali pada bajak,,,,,,,,Analitical,
SPMK,,panatipata veramani sikkhapadam samadiyami,,,,,,,verb,yes,figurative,,Sanskerta,,bertekad untuk melatih diri menghindari pembunuhan (tentang dasasila agama Buddha),,,,,,,,Analitical,
SPOK,,pancing senggol,,,pancing,,,,noun,yes,,,,,"rawai tanpa umpan dengan jumlah kail yang banyak, jarak antar kail 40-- 50 cm",,,,,,,,Analitical,
STEM,,pandan laut,,,pandan,,,,noun,yes,,,,Botani,"tanaman yang biasanya tumbuh di tepi pantai, tinggi mencapai 4 m, memiliki daun tipis dan tajam menyerupai pedang",〔Pandanus odorifer〕,,,,,,,Analitical,
stipul,,pandita,yes,1,,,,,noun,,,,,Agama Buddha,perumah tangga yang memberikan pelayanan kepada umat Buddha,,,,,,,,Analitical,
suduh,,panduan riyadh,,,"pandu (1), panduan",,,,noun,yes,,,,Hukum,panduan bagi petugas dalam proses penahanan anak,,,,,,,,Analitical,
sukhi hontu,,panwas,,,,,,,noun,,acronym,,,,panitia pengawas,,,,,,,,Analitical,
sulikat,,panyipat,,,,,,,noun,,,,Sunda,,bambu atau kayu untuk meratakan beras yang akan ditakar,,,,,,,,Analitical,
sulinggih,,papan lahat,,,papan,,,,noun,yes,,,,,papan untuk menutup liang lahat,,,,,,,,Analitical,
suman,,papan partikel,,,papan,,,,noun,yes,,,,,papan yang dibuat dari serpihan kayu dan bahan perekat sintetis,,,,,,,,Analitical,
sumberdaya,,papiloma,,,,,,,noun,yes,,,,,tumor jinak di kulit yang muncul karena penebalan lapisan kulit berlebih; kutil,,,,,,,,Analitical,Synonym
sundung,,papua barat daya,,,Papua,,,,noun,yes,,,,,"provinsi yang terletak di Papua, beribu kota Sorong",,,,,,,,Analitical,
supermodel,,papua pegunungan,,,Papua,,,,noun,yes,,,,,"provinsi yang terletak di Papua, beribu kota Jayawijaya",,,,,,,,Analitical,
surameraya majjapamadatthana veramani sikkhapadam samadiyami,,papua selatan,,,Papua,,,,noun,yes,,,,,"provinsi yang terletak di Papua, beribu kota Merauke",,,,,,,,Analitical,
surat buntu,,papua tengah,,,Papua,,,,noun,yes,,,,,"provinsi yang terletak di Papua, beribu kota Nabire",,,,,,,,Analitical,
surup,,parahita ekapraya,,,,,,,noun,,,,,,"penghargaan pemerintah yang diberikan kepada kementerian, lembaga, atau pemerintah daerah atas komitmen dan keberhasilan pengarusutamaan gender dalam program dan kegiatannya",,,,,,,,Analitical,
Sutta Pitaka,,paramakarya,,,,,,,noun,,,,,,penghargaan pemerintah tingkat nasional yang diberikan kepada perusahaan yang mampu meningkatkan produktivitasnya selama tiga tahun berturut-turut,,,,,,,,Analitical,
suuk,,paramita,,,,,,,noun,,,,,Agama Buddha,"ajaran yang menjelaskan sifat luhur, terdiri atas sadparamita dan dasaparamita",,,,,,,,Analitical,
suweng,,parapet,,,,,,,noun,,,,,Arsitektur,"dinding pelindung di sepanjang tepi atap, jembatan, atau balkon; birai",,,,,,,,Analitical,Synonym
swamedikasi,,pararaton,,,,,,,noun,,,,,,kitab sastra yang menceritakan silsilah raja-raja Singasari dan Majapahit,,,,,,,,Analitical,
swasti saba,,parasol,,,,,,,noun,,,,,,tabir surya,,,,,,,,Synonym,
syalom,,parasol,,,,,,,noun,,,,,,payung pelindung dari sinar matahari,,,,,,,,Analitical,
syoyu,,paremiografi,,,,,,,noun,,,,,,penulisan atau pengumpulan peribahasa,,,,,,,,Analitical,
TA,,paremiografi,,,,,,,noun,,,,,,tulisan atau buku peribahasa,,,,,,,,Analitical,
tablo,,parenteral,,,,,,,adjective,,,,,,"tidak melalui pencernaan (tentang pemberian obat, nutrisi melalui pembuluh darah)",,,,,,,,Analitical,
tabung linen,,pargonsi,,,,,,,noun,,,,Batak,,pemain kesenian tradisional gondang,,,,,,,,Analitical,
taingan,,pasar,yes,3,,,,,noun,,,,,,"jangka waktu menurut budaya Jawa, jumlahnya lima hari",,"-- Jawa ada lima, yaitu Legi, Paing, Pon, Wage, dan Kliwon",,,,,,Analitical,
tajap,,pasar sepi,,,pasar (1),,,,noun,yes,,,,,"keadaan tingkat jual sangat tinggi tetapi tingkat belinya sangat kecil, terdapat kesenjangan suku bunga, daya beli konsumen yang menurun, dan berbagai faktor lain yang membuat tingkat penjualan menjadi sangat rendah",,,,,,,,Analitical,
takah,,patambon,,,,,,,noun,,,,Sunda,,rumah yang sudah ditinggal oleh penghuni,,,,,,,,Analitical,
tako,,patni,,,,,,,noun,,,,Sanskerta,,istri,,,,,,,,Synonym,
taksi,,pekerja takterlatih,,,"kerja, pekerja",,,,noun,yes,,,,,pekerja yang melakukan pekerjaan tertentu dan tidak memerlukan latihan atau keterampilan khusus,,,,,,,,Analitical,
tali jemuran,,pekerja terlatih,,,"kerja, pekerja",,,,noun,yes,,,,,pekerja yang melakukan pekerjaan tertentu dan memerlukan pelatihan dan keterampilan,,,,,,,,Analitical,
tali kasta,,pelampung perahu,,,"lampung (1), pelampung",,,,noun,yes,,,,,ambau1,,,,,,,,Synonym,
talngah,,pelarap,,,larap (1),,,,noun,,,,,,"buku, novel, dan sebagainya dengan tingkat penjualan tinggi",,,,,,,,Analitical,
talun,,pemakai bahasa,,,"pakai, pemakai",,,,noun,yes,,,,,bahasawan,,,,,,,,Synonym,
tamra,,pemandu pandang,,,"pandu (1), pemandu",,,,noun,yes,,,,,orang yang memandu tunanetra dalam melakukan berbagai aktivitas,,,,,,,,Analitical,
tanatologi,,pembaiatan,,,baiat,,,,noun,,,,,,"proses, cara, perbuatan membaiat",,,,,,,,Analitical,
tangar,,pembau,,,bau (1),,,,noun,,,,,,alat untuk membaui,,,,,,,,Analitical,
tanggap warsa,,pemberdaya,,,daya (1),,,,noun,,,,,,orang yang memberdayakan,,,,,,,,Analitical,
tapahosut,,pemfungsionalan,,,fungsional,,,,noun,,,,,,menjadikan fungsional atau berfungsi,,,,,,,,Analitical,
tapas,,pendaman,,,pendam,,,,noun,,,,,,hasil memendam,,,,,,,,Analitical,
taraf hidup,,pengabsen,,,absen,,,,noun,,,,,,orang atau alat yang mengabsen,,,,,,,,Analitical,
taratulit,,pengalas,,,alas (1),,,,noun,,,,,,"alat (tikar, daun, dan sebagainya) yang digunakan untuk mengalaskan",,manusia sudah terbiasa menggunakan bantal sebagai ~ kepala ketika tidur,,,,,,Analitical,
tarengteng,,pengalih suara,,,alih suara,,,,noun,,,,,,orang yang mengalihsuarakan,,,,,,,,Analitical,
tarik edar,,pentateukh,,,,,,,noun,,,,,,lima kitab dalam Perjanjian Lama; Taurat,,,,,,,,Analitical,Synonym
tarlet,,pentigraf,,,,,,,noun,,acronym,,,,cerpen tiga paragraf,,,,,,,,Abbreviation Expansion,
tatombom,,penyakit alzheimer,,,"sakit, penyakit",,,,noun,yes,,,,Kedokteran dan Fisiologi,"penyakit yang merupakan bentuk umum demensia (kerusakan mental progresif), biasanya dimulai pada akhir usia paruh baya, secara klinis ditandai dengan kehilangan ingatan, kebingungan, dan disorientasi, secara patologis antara lain dengan degenerasi dan kehilangan neuron",,,,,,,,Analitical,
taubu,,pepermin,yes,2,,/pepêrmin/,,,noun,,,,,,"tumbuhan yang memiliki rizom, berbatang halus, daun berwarna hijau gelap dengan tulang daun kemerahan, ujung daun meruncing, dan tepi daun bergigi serta permukaannya kasar seperti berambut, berbau menyengat, dibudidayakan untuk minyak asirinya, berasal dari Eropa dan Timur Tengah",〔Mentha piperita L.〕,,,,,,,Analitical,Encyclopedic
tausa,,peran dalam,,,peran (1),,,,noun,yes,,,,Kesenian,"peran yang muncul dari emosi pemeran, dihasilkan dari pelatihan yang lama dan intens",,,,,,,,Analitical,
TB,,peran komikal,,,peran (1),,,,noun,yes,,,,Kesenian,peran yang memperlihatkan gerak-gerik fisik yang lucu,,,,,,,,Analitical,
tedas,,peran lintas,,,peran (1),,,,noun,yes,,,,Kesenian,peran melalui gerakan berpindah-pindah dan melintasi area-area pertunjukan di atas panggung,,,,,,,,Analitical,
teh poci,,peran meniru,,,peran (1),,,,noun,yes,,,,Kesenian,peran yang meniru tingkah laku orang-orang tertentu di masyarakat untuk memperkuat karakter tokoh cerita,,,,,,,,Analitical,
teh susu,,peran natural,,,peran (1),,,,noun,yes,,,,Kesenian,peran alamiah atau akting yang tampak wajar,,,,,,,,Analitical,
tehyan,,perangkatan,,,perangkat,,,,noun,,,,,,alat-alat perlengkapan,,~ adat; ~ sekolah,,,,,,Analitical,
tekbal,,perangkatan,,,perangkat,,,,noun,,,,,,perangkat,,,,,,,,Synonym,
telepon umum,,perangkatan,,,angkat,,,,noun,,,,,,hal menaikkan atau mengangkat benda dan sebagainya,,,,,perangkatan udara,,,Analitical,
televisi pintar,,perbapakan,,,bapak,,,,noun,,,,,,hal yang berkaitan dengan bapak,,,,,,,,Analitical,
televisi pintar,,perbapakan,,,bapak,,,,noun,,,,,,patriarkat,,,,,,,,Synonym,
telur orak-arik,,perbibin,,,,/pêrbibin/,,,noun,,,,Batak,,bagian maskawin yang diserahkan kepada saudara perempuan dari ibu mempelai wanita,,,,,,,,Analitical,
telur Paskah,,perppu,,,,/pêrppu/,perpu,,noun,,acronym,,,,peraturan pemerintah pengganti undang-undang (peraturan pemerintah sebagai pengganti undang-undang yang dibentuk dalam kegentingan yang memaksa),,,,,,,,Abbreviation Expansion,
teluto,,persaja,,,,/pêrsaja/,,,noun,,acronym,,,,Persatuan Jaksa Indonesia,,,,,,,,Abbreviation Expansion,
tembawai,,perseroda,,,,/pêrseroda/,,,noun,,acronym,,,,perusahaan perseroan daerah,,,,,,,,Abbreviation Expansion,
tempe bacem,,perum bulog,,,perum (2),,,,noun,yes,acronym,,,,Perusahaan Umum Badan Usaha Logistik (BUMN yang bergerak di bidang logistik pangan),,,,,,,,Abbreviation Expansion,Analitical
tempe sagu,,perum damri,,,perum (2),,,,noun,yes,acronym,,,,Perusahaan Umum Djawatan Angkoetan Motor Repoeblik Indonesia (BUMN yang bergerak di bidang transportasi darat),,,,,,,,Abbreviation Expansion,Analitical
tentari,,perum perumnas,,,perum (2),,,,noun,yes,acronym,,,,Perusahaan Umum Perumahan Nasional (BUMN yang bergerak di bidang perumahan dan permukiman),,,,,,,,Abbreviation Expansion,Analitical
terbodoh,,perum peruri,,,perum (2),,,,noun,yes,acronym,,,,Perusahaan Umum Percetakan Uang Republik Indonesia (BUMN yang bergerak dalam pencetakan uang dan dokumen penting lainnya milik negara),,,,,,,,Abbreviation Expansion,Analitical
terbuas,,perum pfn,,,perum (2),,,,noun,yes,acronym,,,,Perusahaan Umum Produksi Film Nasional (BUMN yang bergerak di bidang perfilman),,,,,,,,Abbreviation Expansion,Analitical
tercerewet,,perusahaan cangkang,,,"usaha, perusahaan",,,,noun,yes,,,,,"perusahaan yang legal dan berbadan hukum (secara administratif) tapi tak berwujud, biasanya digunakan untuk menyamarkan kepemilikan bisnis atau pencucian uang",,,,,,,,Analitical,
terceroboh,,pip,,,,,,,noun,,abbreviation,,,,program Indonesia pintar (pemberian bantuan tunai pendidikan pada anak usia sekolah yang berasal dari keluarga miskin atau rentan miskin),,,,,,,,Abbreviation Expansion,Analitical
tercitra,,plbn,,,,,,,noun,,abbreviation,,,,pos lintas batas negara,,,,,,,,Abbreviation Expansion,
terdefinisikan,,potapada,,,,,,,noun,,,,,,bulan ke-9 tahun Buddhis (bulan Agustus--September tahun Masehi),,,,,,,,Analitical,
teredukasi,,pound sterling,,,,/pound stêrling/,,,noun,,,,,,mata uang Inggris,,,,,,,,Analitical,
terfasilitasi,,prefektur,,,,,,,noun,yes,,,,,wilayah administratif setingkat keresidenan pada masa pemerintahan Herman Willem Daendels,,,,,,,,Analitical,
terformulasikan,,prefektur,,,,,,,noun,yes,,,,Agama Katolik,vikariat,,,,,,,,Synonym,
tergombal,,prt,,,,,,,noun,,abbreviation,,,,pekerja rumah tangga; pembantu rumah tangga,,,,,,,,Abbreviation Expansion,
tergunting,,puja sastra,,,puja,,,,noun,yes,,,,,karya sastra yang disusun sebagai penghormatan atau tanda terima kasih kepada orang yang dihormati seperti raja,,,,,,,,Analitical,
terhangat,,radiofon,,,,,,,noun,,,,,,telefon yang memancarkan dan menerima sinyal melalui radio; radio telefon,,,,,,,,Analitical,Other
terjahit,,rahel,,,,,,,verb,,,,Sunda,,mengetukkan jari untuk memainkan karinding,,,,,,,,Analitical,
termakan akal,,raja jalanan,,,raja,,,,noun,yes,idiomatic expression,,,,pengendara yang mengendarai kendaraan dengan ugal-ugalan,,,,,,,,Analitical,
terminator,,raja jalanan,,,raja,,,,noun,yes,idiomatic expression,,,,kendaraan yang banyak digunakan orang,,,,,,,,Analitical,
terminus,,ramah disabilitas,,,ramah,,,,noun,yes,,,,,ramah difabel,,,,,,,,Synonym,
terpantik,,rambu larangan,,,rambu (2),,,,noun,yes,,,,,"rambu dengan dasar berwarna putih dan lambang atau tulisan berwarna hitam atau merah, digunakan untuk menginformasikan larangan bagi pengguna jalan",,,,,,,,Analitical,
tertuntut,,rampes,,,,,,,noun,yes,figurative,,Sunda,,jawaban untuk salam sampurasun,,,,,,,,Analitical,
tidur cantik,,ranggap,,,,,,,noun,,,,Sunda,,kurung untuk menjemur ayam,,,,,,,,Analitical,
tigon,,rebus,,,,,,,noun,,,,,,permainan menebak kata yang disamarkan dalam bentuk gambar atau simbol,,,,,,,,Analitical,
Timor Leste,,rehabilitasi bencana,,,rehabilitasi,,,,noun,yes,,,,,rehabilitasi aspek pelayanan publik atau masyarakat,,,,,,,,Analitical,
timuru,,reklamasi pantai,,,reklamasi,,,,noun,yes,,,,,reklamasi yang dilakukan untuk meningkatkan manfaat sumber daya pesisir dan laut dengan cara pengurukan atau pengeringan lahan melalui pengaturan drainase,,,,,,,,Analitical,
Tipitaka,,rekonstruksi bencana,,,rekonstruksi,,,,noun,yes,,,,,"rekonstruksi semua prasarana dan sarana kelembagaan pada wilayah pascabencana, baik pada tingkat pemerintahan maupun masyarakat",,,,,,,,Analitical,
tipografer,,rengge,,,,/rêngge/,,,noun,,,,Sunda,,"ayam berbulu abu-abu, kuning, dan merah",,,,,,,,Analitical,
tisu toilet,,renogram,,,,,,,noun,,,,,Kedokteran dan Fisiologi,alat pemeriksaan medis berbasis nuklir yang digunakan untuk memantau fungsi ginjal,,,,,,,,Analitical,
titik kumpul,,reservasi berlebih,,,reservasi,,,,noun,yes,,,,Perhotelan,"reservasi yang melebihi jumlah kamar tersedia dengan mempertimbangkan jumlah tamu yang akan tidak datang, batal datang, dan sebagainya, dilakukan agar hunian kamar mencapai seratus persen",,,,,,,,Analitical,
tolok,,ribawi,,,,,,,adjective,,,,,,bersifat riba,,,,,,,,Analitical,
tolubea,,rido,,,,,,,adjective,yes,,,,,→ rida,,,,,,,,Cross-reference,
tongpan,,rima bersilang,,,rima,,,,noun,yes,,,,,rima pada akhir larik-larik yang berlainan,,,,,,,,Analitical,
totonihe,,rima kembar,,,rima,,,,noun,yes,,,,,rima dalam,,,,,,,,Synonym,
TPPT,,rima konsonan,,,rima,,,,noun,yes,,,,,aliterasi,,,,,,,,Synonym,
TPPU,,rincian,,,,,,,noun,yes,,,,,→ perincian,,,,,,,,Cross-reference,
TTM,,rincug,,,,,,,adjective,,,,Sunda,,rasa sakit atau pegal pada telapak kaki sehingga sulit berjalan,,,,,,,,Analitical,
tuana moroa,,rinoplasti,,,,,,,noun,,,,,,bedah plastik untuk memperbaiki bentuk hidung dengan memperkecil atau memperbesar ukurannya,,,,,,,,Analitical,
tunamoral,,ripta,,,,,,,noun,,,,,,prasasti yang ditulis pada lontar,,,,,,,,Analitical,
tupang,,rires,,,,/rirês/,,,noun,,,,Batak,,"lemang Karo yang biasanya dimasak dengan kunyit, merica, dan lada hitam",,,,,,,,Analitical,
Turkmenistan,,risiko yuridis,,,risiko,,,,noun,yes,,,,Keuangan,risiko yang terjadi karena bank kurang memperhatikan aspek yuridis atau hukum dari perjanjian atau perikatan yang dibuat,,,,,,,,Analitical,
tuto,,robyong,,,,,,,noun,,,,Sunda,,kain batik yang digunakan untuk menutup badan pengantin lelaki saat akad nikah,,,,,,,,Analitical,
tutumbakan,,rohaniawan,,,,,,,noun,yes,,,,,→ rohaniwan,,,,,,,,Cross-reference,
uccasayana mahasayana veramani sikkhapadam samadiyami,,rohis,,,,,,,noun,,acronym,,,,rohani Islam,,,,,,,,Abbreviation Expansion,
upajja vedaniya kamma,,rokok putih,,,rokok,,,,noun,yes,,,,,"rokok berbahan dasar daun tembakau tanpa campuran cengkih, mengandung tar dan nikotin yang lebih rendah daripada rokok lain pada umumnya",,,,,,,,Analitical,
upasaka,sabbe sattÄ sukhi hontu,ropoh,,,,,,,noun,,,,Jawa,,pagar yang dipasangi tanaman atau kawat berduri,,,,,,,,Analitical,
upasika,,ruang loker,,,ruang,,,,noun,yes,,,,,"ruang ganti yang dilengkapi dengan lemari pakaian, kamar mandi, dan toilet",,,,,,,,Analitical,
usaha gabungan,,rujak ulek,,,rujak,,,,noun,yes,,,,,"rujak yang bumbunya baru dibuat (diulek) saat akan dihidangkan, biasanya tingkat kepedasannya dapat disesuaikan",,,,,,,,Analitical,
usai,,rumah deret,,,rumah,,,,noun,yes,,,,,"rumah yang terdiri atas beberapa unit, berderet dan menempel satu sama lain, masing-masing memiliki persil sendiri",,,,,,,,Analitical,
venison,,rumah komersial,,,rumah,,,,noun,yes,,,,,rumah yang dibangun dengan tujuan mendapatkan keuntungan sesuai dengan kebutuhan masyarakat,,,,,,,,Analitical,
vikalabhojana veramani sikhapadam samadiyami,,rumah kubur,,,rumah,,,,noun,yes,,,,,cungkup,,,,,,,,Synonym,
viktimisasi,,rumah swadaya,,,rumah,,,,noun,yes,,,,,"rumah sebagai bagian dari permukiman baik perkotaan maupun perdesaan yang dilengkapi dengan prasarana, sarana, dan utilitas umum",,,,,,,,Analitical,
Vinaya Pitaka,,runges,,,,,,,noun,,,,,,ingus mengering di wajah (biasanya pada anak-anak),,,,,,,,Analitical,
wagasyi,,sabrina,,,,,,,noun,,,,,,garis leher horizontal pakaian,,,,,,,,Analitical,
weling,,sabu,,,,,,,noun,,,,,,sabu-sabu,,,,,,,,Synonym,
wide,,sadparamita,,,,,,,noun,,,,,Agama Buddha,"paramita yang terdiri atas enam sifat kesempurnaan, yaitu kemurahan hati, moral, kesabaran, semangat, meditasi, dan kebijaksanaan",,,,,,,,Analitical,
wido,,sadtari,,,,,,,noun,,,,Sahu,,serban bermotif ular yang dipakai ketua adat saat upacara adat di Sasadu,,,,,,,,Analitical,
widya,,sagak,,,,,,,noun,,,,Batak,,"tunas yang tumbuh kembali sesudah dipanen atau dipotong, misalnya padi atau alang-alang",,,,,,,,Analitical,
wiyata kinarya,,sagem,,,,/sagêm/,,,noun,,,,Batak,,kayu yang mudah terbakar dan habis (tidak memiliki bara),,,,,,,,Analitical,
wowa,,sahut-sahutan,,,sahut,,,,verb,,,yes,,,bersahut-sahutan,,dia tampak ~ dengan tetangganya,,,,,,Analitical,
WTA,,saint vincent dan grenadines,,,,/saint vincent dan grenadinês/,,,noun,,,,,,"negara kepulauan yang terletak di Laut Karibia, beribu kota Kingstown",,,,,,,,Analitical,
yalusa,,sajam,,,,,,,noun,,acronym,,,,senjata tajam,,,,,,,,Abbreviation Expansion,
yame,,sakadagami,,,,,,,noun,,,,,Agama Buddha,"tingkat kesucian pertama yang dicapai seseorang dengan melenyapkan belenggu pertama dan melemahkan belenggu kedua samyojana, serta hanya akan terlahir kembali sekali lagi",,,,,,,,Analitical,
yamo sabua,,sakah,,,,,,,adjective,,,,Dayak,,terbuka dari lengkungan semula karena terkait sesuatu (tentang mata kail),,mata kail ini -- karena tidak mampu menahan beban ikan yang besar,,,,,,Analitical,
yang,,salele,,,,,,,noun,,,,Melayu Ambon,,tanda larangan untuk tidak memanjat pohon kelapa dengan cara membungkus pohon,,,,,,,,Analitical,
yangar,,salfok,,,,,,,adjective,,acronym,yes,,,salah fokus,,,,,,,,Abbreviation Expansion,
yasu,,samaneri,,,,,,,noun,,,,,Agama Buddha,calon rahib Buddha perempuan,,,,,,,,Analitical,
yog,,sanlat,,,,,,,noun,,acronym,,,,pesantren kilat,,,,,,,,Abbreviation Expansion,
yoni,,santriwan,,,,,,,noun,,,yes,,,santri,,,,,,,,Synonym,
yoso,,sapton,,,,,,,noun,,,,Sunda,,pesta tani pada hari Sabtu pertama setelah panen berupa lomba ketangkasan,,,,,,,,Analitical,
Yts.,,saramba,,,,,,,noun,,,,Sunda,,empat bersaudara semuanya laki-laki,,,,,,,,Analitical,
zeugma,,saraswati,,,,,,,noun,,,,,Agama Hindu,"dewi pelindung atau pelimpah pengetahuan, kesadaran, dan sastra; sakti Dewa Brahma",,,,,,,,Analitical,Synonym
,,sarato,,,,,,,noun,,,,Batak,,suling berlubang tujuh,,,,,,,,Analitical,
,,sareksek,,,,/sa.rêk.sêk/,,,noun,,,,Sunda,,penyakit berupa rasa kering atau tidak nyaman pada mata karena debu atau sakit mata,,,,,,,,Analitical,
,,saringan kerucut,,,"saring (1), saringan",,,,noun,yes,,,,,saringan berbentuk kerucut yang digunakan untuk memisahkan ampas dan kuah kaldu,,,,,,,,Analitical,
,,sarkas,,,,,,,noun,,shorten form,,,,sarkasme,,,,,,,,Synonym,
,,sarmud,,,,,,,noun,,acronym,,,,sarjana muda,,,,,,,,Abbreviation Expansion,
,,sasi,yes,2,,,,,noun,,,,Alune,,larangan untuk mengambil barang atau hasil sumber daya alam karena telah didoakan sampai batas waktu yang telah ditentukan sebagai upaya pelestarian sumber daya alam,,,,,,,,Analitical,
,,satpas,,,,,,,noun,,acronym,,,,satuan penyelenggara administrasi surat izin mengemudi (satuan yang menyelenggarakan pelayanan administrasi untuk penerbitan surat izin mengemudi),,,,,,,,Analitical,
,,satwacarita,,,,,,,noun,,,,,,fabel,,,,,,,,Synonym,
,,satyaloka,,,,,,,noun,,,,,Agama Hindu,tempat tinggal Dewa Brahma sebagai salah satu perwujudan dari Trimurti,,,,,,,,Analitical,
,,saus celup,,,saus,,,,noun,yes,,,,,saus cocol,,,,,,,,Synonym,
,,saus cocol,,,saus,,,,noun,yes,,,,,saus yang disajikan sebagai cocolan untuk menemani hidangan; saus celup,,,,,,,,Analitical,Synonym
,,sawah lojok,,,sawah,,,,noun,yes,,,Sunda,,sawah yang terletak paling ujung,,,,,,,,Analitical,
,,sawed,,,,/sawêd/,,,noun,,,,Sunda,,tali yang diikatkan pada sepasang leher kerbau pembajak sawah,,,,,,,,Analitical,
,,sbm,,,,,,,noun,,abbreviation,,,Ekonomi dan Keuangan,"standar biaya masukan (satuan biaya yang ditetapkan untuk menyusun biaya komponen keluaran, terdiri atas harga satuan, tarif, dan indeks, digunakan sebagai batas tertinggi untuk menghasilkan biaya komponen keluaran dan
alat reviu angka dasar untuk menghitung alokasi kebutuhan besaran biaya komponen keluaran dalam penyusunan pagu indikatif",,,,,,,,Abbreviation Expansion,Analitical
,,sdr.,,,,,,,noun,,abbreviation,,,,saudara,,,,,,,,Abbreviation Expansion,
,,sdri.,,,,,,,noun,,abbreviation,,,,saudari,,,,,,,,Abbreviation Expansion,
,,seakal,,,akal,,,,adjective,,,,,,satu akal,,,,,,,,Synonym,
,,sebang,,,,/sêbang/,,,noun,,,,Melayu Belitung,,kayu penjepit lantai pada pintu depan rumah panggung,,,,,,,,Analitical,
,,sebayak,,,,/sêbayak/,,,noun,,,,Melayu Belitung,,hantu yang mengganggu orang lewat dengan cara melempar pasir atau menepuk air,,,,,,,,Analitical,
,,sebul,,,,/sêbul/,,,adjective,,,,Melayu Belitung,,cepat tumpul (tentang perkakas tajam),,,,,,,,Analitical,
,,sedapatnya,,,dapat,,,,adverb,,,,,,sebisanya,,,,,,,,Synonym,
,,sekelap mata,,,"kelap, sekelap",,,,noun,yes,,,,,→ sekelap,,,,,,,,Cross-reference,
,,sekop,yes,2,,/sêkop/,,,noun,,,,,,gambar daun hitam di kartu remi,,,,,,,,Analitical,
,,sekum,yes,3,,/sêkum/,,,adjective,,,,Melayu Belitung,,"sunyi, senyap, dan mencekam",,malam ini terasa -- karena tragedi mengerikan siang tadi,,,,,,Analitical,
,,sel isolasi,,,sel (2),,,,noun,yes,,,,,sel penahanan terpisah untuk menghindarkan tahanan dari kontak dengan manusia lainnya selama 22 hingga 24 jam sehari,,,,,,,,Analitical,
